S.No,id,grade,annual_inc,short_emp,emp_length_num,home_ownership,dti,purpose,term(Months),last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,od_ratio,Debt,Above Avg Income,Below Avg DTI,bad_loan
1819,10765610,D,70000,0,11,MORTGAGE,23.15,debt_consolidation,60,0,0,56.2,0,0.015557359,16205,0,1,0
1820,10775608,B,38000,0,6,MORTGAGE,13.01,credit_card,36,1,0,83.5,0,0.111266452,4943.8,1,0,0
1821,10765578,C,111000,0,8,MORTGAGE,13.14,debt_consolidation,36,1,0,51.7,0,0.601533524,14585.4,0,0,0
1822,10775633,C,25000,1,1,RENT,15.89,debt_consolidation,36,1,0,33.4,0,0.486512936,3972.5,1,0,0
1823,10765628,D,120000,0,9,MORTGAGE,24.79,credit_card,36,1,0,82.5,0,0.53133512,29748,0,1,0
1824,10775616,A,40000,0,2,RENT,20.34,debt_consolidation,36,0,0,11.4,0,0.30910073,8136,1,1,0
1825,10082628,D,82000,0,4,RENT,5.52,credit_card,36,1,0,74.8,0,0.728068446,4526.4,0,0,0
1827,9794773,E,70000,0,10,RENT,21.91,debt_consolidation,60,0,0,85.6,0,0.465496334,15337,0,1,1
1828,10695788,C,45000,0,3,MORTGAGE,28.67,debt_consolidation,36,0,0,85.4,0,0.267754726,12901.5,1,1,0
1829,10598244,C,45000,0,8,MORTGAGE,19.76,Other,36,1,0,45.1,0,0.092768535,8892,1,1,0
1830,10675605,C,40000,0,4,OWN,16.56,debt_consolidation,36,0,0,53,0,0.941141354,6624,1,0,1
1831,7706832,B,50000,0,11,OTHER,24.87,debt_consolidation,36,0,0,96.3,0,0.181653368,12435,1,1,0
1832,10558514,D,95000,0,11,MORTGAGE,16.09,credit_card,36,1,0,67.7,0,0.663402335,15285.5,0,0,0
1833,10071767,C,70000,0,11,MORTGAGE,29.5,debt_consolidation,36,0,0,38.3,0,0.573940522,20650,0,1,1
1834,10113761,D,95000,0,9,MORTGAGE,16.49,debt_consolidation,60,0,0,42.4,0,0.486377373,15665.5,0,0,0
1835,10564898,C,65000,0,9,MORTGAGE,27.06,debt_consolidation,36,0,0,71.9,0,0.155975674,17589,1,1,0
1836,10684782,B,32000,0,11,RENT,25.99,debt_consolidation,36,0,0,36,0,0.784208387,8316.8,1,1,0
1838,10695835,C,40000,0,11,MORTGAGE,5.68,Other,36,0,0,50.4,0,0.956826249,2272,1,0,0
1839,10755888,B,65000,0,6,RENT,25.15,debt_consolidation,36,1,0,65.5,0,0.007870979,16347.5,1,1,0
1840,10755866,C,47000,1,1,RENT,31.92,debt_consolidation,36,1,0,47,0,0.932799794,15002.4,1,1,0
1841,10745718,C,55000,0,11,MORTGAGE,17.08,debt_consolidation,36,1,0,49.4,0,0.417147714,9394,1,1,0
1842,10755839,A,45000,0,3,RENT,24.32,debt_consolidation,36,1,0,71.9,0,0.549973501,10944,1,1,0
1843,10725842,C,75000,0,11,MORTGAGE,19.71,credit_card,60,1,0,57.6,0,0.151920809,14782.5,0,1,0
1844,10765803,B,75000,0,11,OWN,9.92,debt_consolidation,36,0,0,55,0,0.930621046,7440,0,0,0
1845,10765746,D,109581,0,10,MORTGAGE,3.86,Other,36,0,0,80.4,0,0.780897626,4229.8266,0,0,0
1846,10765743,C,64000,0,3,RENT,4.86,Other,36,1,0,2.5,0,0.778416747,3110.4,1,0,0
1847,10705614,B,90000,1,1,MORTGAGE,17.01,credit_card,36,1,0,92.5,0,0.065568326,15309,0,1,0
1848,10775819,A,85000,0,3,RENT,25.96,credit_card,36,1,0,49,0,0.536740541,22066,0,1,1
1849,10745695,C,48000,0,5,RENT,29.3,debt_consolidation,36,0,0,25.7,0,0.973657091,14064,1,1,0
1850,10735811,F and Below,65000,0,11,MORTGAGE,25.24,debt_consolidation,60,0,0,25.3,0,0.501731083,16406,1,1,0
1851,10755800,E,56457,0,10,RENT,12.39,debt_consolidation,36,1,0,82.3,0,0.048258286,6995.0223,1,0,0
1852,10735836,C,64714,0,11,MORTGAGE,9.29,debt_consolidation,36,1,0,74,0,0.15289243,6011.9306,1,0,0
1853,10785618,A,54000,0,3,MORTGAGE,19.07,credit_card,36,1,0,48.8,0,0.062162623,10297.8,1,1,0
1854,10715731,C,75000,0,4,OTHER,18.3,debt_consolidation,36,0,0,66.1,0,0.595388098,13725,0,1,1
1855,10775807,E,100000,0,11,MORTGAGE,14.7,debt_consolidation,60,0,0,84.2,0,0.047040559,14700,0,0,0
1856,10705844,E,89900,0,5,RENT,5.39,Other,36,1,0,0.1,0,0.797966144,4845.61,0,0,0
1857,10735744,F and Below,70000,0,9,RENT,12.3,debt_consolidation,60,1,0,73,0,0.736458841,8610,0,0,1
1858,10785812,C,95000,0,4,OWN,13.98,debt_consolidation,36,0,0,27.4,0,0.365564811,13281,0,0,1
1859,10785762,F and Below,68088,0,11,RENT,10.94,debt_consolidation,60,1,0,83.9,0,0.418392582,7448.8272,1,0,0
1860,10794860,A,38000,1,0,MORTGAGE,17.18,debt_consolidation,36,0,0,18.8,0,0.708738283,6528.4,1,1,0
1861,10705894,B,41000,0,11,OWN,11.71,Other,60,0,0,13.1,0,0.305404932,4801.1,1,0,0
1862,10715940,C,38000,0,2,RENT,25.24,debt_consolidation,36,1,0,20.6,0,0.028235143,9591.2,1,1,0
1863,10635214,B,34000,0,3,RENT,9.18,debt_consolidation,36,1,0,33.1,0,0.022600023,3121.2,1,0,0
1865,10696011,C,51000,0,4,RENT,9.74,Other,36,1,0,25.9,0,0.487845558,4967.4,1,0,0
1866,10705885,C,70000,0,6,MORTGAGE,7.23,debt_consolidation,60,1,0,57.3,0,0.519310749,5061,0,0,0
1867,10735986,D,60000,0,11,RENT,23.76,debt_consolidation,36,1,0,73.5,0,0.399411861,14256,1,1,0
1868,10735918,C,88000,0,11,MORTGAGE,28.86,Other,36,0,0,68.9,0,0.770637475,25396.8,0,1,1
1869,10715240,D,80000,0,11,OTHER,19.05,credit_card,60,0,0,61.3,0,0.424612452,15240,0,1,0
1870,10637330,F and Below,58000,0,2,MORTGAGE,20.22,Other,60,0,0,57,0,0.375054218,11727.6,1,1,1
1871,10725914,B,59000,0,11,MORTGAGE,20.32,debt_consolidation,60,1,0,33.4,0,0.28058375,11988.8,1,1,0
1872,10647278,B,120000,0,2,RENT,11.89,debt_consolidation,36,0,0,14.7,0,0.362918887,14268,0,0,0
1873,10675869,D,28000,1,0,OWN,15.87,debt_consolidation,36,0,0,64.7,0,0.61263705,4443.6,1,0,0
1874,10765931,D,81000,0,11,MORTGAGE,18.08,debt_consolidation,60,1,0,30.5,0,0.272620462,14644.8,0,1,1
1876,10775915,C,52000,0,11,MORTGAGE,27.46,debt_consolidation,60,1,0,85.6,0,0.340707732,14279.2,1,1,0
1877,10755953,A,107000,1,1,OTHER,4.05,credit_card,36,0,0,7.4,0,0.037720686,4333.5,0,0,0
1878,10765825,C,112744,0,11,MORTGAGE,11.56,Other,36,0,0,25.7,0,0.970643882,13033.2064,0,0,0
1879,10696142,D,63000,0,6,RENT,17.24,Other,60,1,0,91.6,15,0.811788583,10861.2,1,1,1
1880,10629039,D,50000,0,3,RENT,15.55,debt_consolidation,60,1,0,70.6,0,0.26078357,7775,1,0,0
1881,10163647,E,67000,0,11,MORTGAGE,16.01,debt_consolidation,60,0,0,78.8,0,0.953663678,10726.7,1,0,0
1882,10597690,D,51000,0,11,MORTGAGE,4.16,debt_consolidation,36,0,0,43.7,0,0.001097726,2121.6,1,0,0
1883,6914884,A,110500,0,6,RENT,13.54,debt_consolidation,36,0,0,27.8,0,0.815079329,14961.7,0,0,0
1884,10676107,C,47800,0,6,MORTGAGE,19.33,Other,60,1,0,77.9,0,0.969758756,9239.74,1,1,1
1885,10786089,B,45000,1,0,MORTGAGE,19.76,debt_consolidation,36,1,0,47.4,0,0.176015294,8892,1,1,0
1886,10775963,A,42000,1,1,RENT,25.11,credit_card,36,1,0,87,0,0.021839886,10546.2,1,1,0
1887,10706070,B,80000,0,10,MORTGAGE,16.92,debt_consolidation,36,1,0,20.7,0,0.301813418,13536,0,1,1
1888,10716119,D,59209,1,0,RENT,19.19,debt_consolidation,36,0,0,69.7,0,0.175008461,11362.2071,1,1,1
1889,10776085,E,115000,0,11,MORTGAGE,14.49,debt_consolidation,60,0,0,69,0,0.553868993,16663.5,0,0,1
1890,10775993,C,65000,0,4,MORTGAGE,14.4,debt_consolidation,36,0,0,3.1,0,0.315939819,9360,1,0,0
1891,10745996,B,60000,0,7,MORTGAGE,17.42,debt_consolidation,36,0,0,64.4,0,0.110492593,10452,1,1,1
1892,10766024,C,95000,0,11,MORTGAGE,24.33,credit_card,36,1,0,68.5,0,0.727495285,23113.5,0,1,0
1893,10716029,A,60000,0,10,MORTGAGE,22.22,debt_consolidation,36,1,0,7.3,0,0.872625845,13332,1,1,0
1894,10676243,D,106000,0,11,MORTGAGE,17.49,debt_consolidation,60,0,0,62.4,0,0.866679491,18539.4,0,1,0
1895,10090825,C,40000,0,4,MORTGAGE,18.39,debt_consolidation,36,0,0,18.7,0,0.111432107,7356,1,1,0
1896,10746180,B,40000,0,11,MORTGAGE,14.79,credit_card,36,0,0,39.4,0,0.428248217,5916,1,0,0
1897,10726212,C,55000,0,11,MORTGAGE,27.23,debt_consolidation,36,1,0,48.9,0,0.334881785,14976.5,1,1,0
1898,10716229,D,100000,0,10,MORTGAGE,13.31,credit_card,36,0,0,25.4,0,0.493462497,13310,0,0,0
1899,10716199,B,48000,0,2,RENT,14.13,credit_card,60,1,0,35.2,0,0.133429334,6782.4,1,0,0
1900,10068193,D,125000,0,11,MORTGAGE,11.43,credit_card,60,1,0,61.4,0,0.940298033,14287.5,0,0,1
1901,10537701,A,105000,0,6,MORTGAGE,9.54,credit_card,36,0,0,89.4,0,0.109904765,10017,0,0,0
1902,10558004,E,82000,0,11,MORTGAGE,20.02,debt_consolidation,60,1,0,49.1,0,0.612228107,16416.4,0,1,0
1903,10746133,C,39000,1,0,MORTGAGE,2.58,debt_consolidation,36,0,0,7,0,0.52113621,1006.2,1,0,0
1904,10716130,D,37745,0,10,OTHER,17.87,debt_consolidation,60,1,0,79.5,0,0.027746805,6745.0315,1,1,0
1905,10776139,E,105000,0,11,MORTGAGE,15.03,debt_consolidation,60,0,0,84.1,0,0.987154947,15781.5,0,0,0
1906,10069763,D,59000,1,0,RENT,32.51,credit_card,60,0,0,68.7,0,0.442010122,19180.9,1,1,1
1907,10776115,B,100000,0,5,MORTGAGE,24.85,debt_consolidation,36,0,0,59.4,0,0.877290941,24850,0,1,1
1908,10676282,B,50000,0,11,MORTGAGE,15.82,debt_consolidation,36,1,0,28.4,0,0.07180207,7910,1,0,0
1909,10587261,B,75000,0,2,RENT,5.17,debt_consolidation,36,0,0,56.2,0,0.534171707,3877.5,0,0,0
1910,10736195,E,77500,0,2,RENT,10.95,debt_consolidation,60,1,0,81,0,0.278608435,8486.25,0,0,0
1911,10587954,B,55000,0,9,RENT,26.53,debt_consolidation,36,0,0,32.7,0,0.185275793,14591.5,1,1,0
1912,10726452,A,30000,0,7,RENT,29.56,debt_consolidation,36,0,0,72,0,0.487230043,8868,1,1,0
1913,10716399,D,75000,0,11,RENT,25.52,debt_consolidation,60,1,0,65,0,0.306172091,19140,0,1,0
1914,10726403,B,60000,0,9,MORTGAGE,9.16,debt_consolidation,36,0,0,23.7,0,0.790981707,5496,1,0,0
1915,10706379,B,40000,0,11,MORTGAGE,16.61,debt_consolidation,36,1,0,37.5,0,0.044083238,6644,1,0,0
1916,10726327,B,51000,0,5,MORTGAGE,25.06,debt_consolidation,36,0,0,33,0,0.72906388,12780.6,1,1,0
1917,10578552,C,110000,0,11,RENT,25.9,debt_consolidation,36,1,0,63.2,0,0.194827768,28490,0,1,1
1918,10715709,A,68500,1,0,MORTGAGE,9.55,Other,36,1,0,9.4,0,0.806772116,6541.75,1,0,0
1919,10696458,D,35000,0,3,RENT,14.85,debt_consolidation,36,1,0,59,0,0.086882424,5197.5,1,0,0
1920,10736351,D,35000,0,3,RENT,11.63,Other,36,1,0,24.6,0,0.799455102,4070.5,1,0,1
1921,10736300,C,41000,0,8,MORTGAGE,22.92,debt_consolidation,36,1,0,59.3,0,0.773073031,9397.2,1,1,0
1922,10716364,E,76000,0,2,MORTGAGE,7.75,Other,60,1,0,43.9,0,0.991013336,5890,0,0,1
1923,10706466,D,110200,0,11,MORTGAGE,13.21,Other,36,0,0,56,0,0.21659094,14557.42,0,0,0
1924,10072961,C,85000,0,2,MORTGAGE,20.58,debt_consolidation,36,0,0,56.9,0,0.033772535,17493,0,1,0
1925,10706428,A,96000,0,11,MORTGAGE,11.46,credit_card,36,0,0,59.7,0,0.898574705,11001.6,0,0,0
1926,10706265,C,44000,0,11,MORTGAGE,22.91,debt_consolidation,60,1,0,52.9,0,0.816631788,10080.4,1,1,1
1927,10141930,E,45000,0,11,MORTGAGE,18.77,credit_card,60,0,0,47.8,0,0.837545953,8446.5,1,1,0
1928,10736273,E,33000,0,6,MORTGAGE,18.36,Other,60,1,0,31.1,0,0.625374707,6058.8,1,1,1
1929,10706414,E,67640,1,0,RENT,26.93,Other,36,0,0,95.3,0,0.379937244,18215.452,1,1,0
1930,10726259,C,150000,0,10,MORTGAGE,12.66,debt_consolidation,60,0,0,72.9,0,0.503135192,18990,0,0,0
1931,10706279,C,65000,0,11,RENT,13.52,debt_consolidation,60,0,0,16.7,0,0.502964077,8788,1,0,0
1932,10116519,B,91800,0,7,MORTGAGE,18.84,debt_consolidation,36,0,0,53.1,0,0.344202878,17295.12,0,1,0
1933,10766291,C,35000,1,1,RENT,18.06,credit_card,36,1,0,71,0,0.81672145,6321,1,1,0
1934,10756360,A,100000,0,3,MORTGAGE,7.85,debt_consolidation,36,1,0,19.4,0,0.503786162,7850,0,0,0
1935,10776424,B,60000,0,2,RENT,16.85,debt_consolidation,36,1,0,72.1,0,0.91129723,10110,1,1,0
1936,10756387,B,150000,0,7,MORTGAGE,13.52,debt_consolidation,36,0,0,58.4,0,0.600234544,20280,0,0,0
1937,10756304,B,36000,0,2,RENT,29.65,debt_consolidation,36,0,0,37.7,0,0.089830116,10674,1,1,0
1938,10766107,C,64480,0,4,MORTGAGE,12.95,debt_consolidation,60,0,0,25.7,0,0.993021598,8350.16,1,0,0
1939,10756373,C,52000,0,11,RENT,10.96,debt_consolidation,36,0,0,52.9,0,0.806474243,5699.2,1,0,0
1940,10766356,F and Below,72000,0,3,OWN,20.87,debt_consolidation,60,0,0,99.9,0,0.962121883,15026.4,0,1,1
1941,10766386,C,28000,0,2,RENT,14.57,debt_consolidation,36,1,0,66.8,0,0.264044191,4079.6,1,0,1
1942,10756521,B,60000,0,5,RENT,30.34,credit_card,36,1,0,35.7,0,0.800906701,18204,1,1,0
1943,10736440,C,65000,0,7,OWN,19.61,debt_consolidation,36,1,0,86,0,0.386157244,12746.5,1,1,1
1944,10756353,C,103813,0,10,RENT,14.23,debt_consolidation,36,1,0,61,0,0.791539479,14772.5899,0,0,0
1945,10776385,C,38300,0,4,RENT,14.7,debt_consolidation,36,0,0,81.7,0,0.061195406,5630.1,1,0,0
1946,10786360,C,125000,0,7,MORTGAGE,9.48,debt_consolidation,36,0,0,62,0,0.50240743,11850,0,0,0
1947,10135819,C,88000,0,11,MORTGAGE,21.41,debt_consolidation,60,1,0,61.4,0,0.237143548,18840.8,0,1,1
1948,10148859,D,109464,0,11,MORTGAGE,17.11,debt_consolidation,60,1,0,63.9,0,0.648150838,18729.2904,0,1,0
1949,10676701,A,25000,0,10,RENT,12.63,credit_card,36,1,0,28.2,0,0.907559538,3157.5,1,0,0
1950,10648689,C,80000,0,4,RENT,8.35,debt_consolidation,36,1,0,76.9,0,0.230263493,6680,0,0,0
1951,10676585,D,32000,0,4,MORTGAGE,9.41,debt_consolidation,36,0,0,66.8,0,0.141388024,3011.2,1,0,0
1952,10736599,C,53700,0,4,OWN,18.19,Other,36,1,0,53,0,0.333782444,9768.03,1,1,0
1953,10716583,C,45000,1,1,MORTGAGE,29.73,credit_card,36,1,1,54,0,0.10725369,13378.5,1,1,0
1954,10706535,A,110000,0,11,RENT,15.49,credit_card,36,0,0,86.7,0,0.48174703,17039,0,0,0
1955,10676492,C,34000,1,0,MORTGAGE,28.87,debt_consolidation,36,0,0,35.9,0,0.995062592,9815.8,1,1,0
1956,10706661,A,80000,0,3,RENT,18.23,debt_consolidation,36,1,0,32,0,0.836949801,14584,0,1,0
1957,10696726,D,98000,0,8,MORTGAGE,10.92,debt_consolidation,60,1,0,53,0,0.019786885,10701.6,0,0,0
1958,10736667,D,35000,0,8,RENT,21.74,debt_consolidation,36,1,0,62,0,0.838332469,7609,1,1,1
1959,10675877,A,80000,0,6,MORTGAGE,18.12,debt_consolidation,36,0,0,17.6,0,0.020001058,14496,0,1,0
1960,10716474,D,27000,0,7,RENT,8,credit_card,36,1,0,90.4,0,0.387882233,2160,1,0,1
1961,10736575,D,35000,0,5,MORTGAGE,16.98,credit_card,36,1,0,84.3,0,0.685715283,5943,1,1,0
1962,10736483,C,37065,0,11,MORTGAGE,10.43,debt_consolidation,60,0,0,68.4,0,0.62922706,3865.8795,1,0,0
1963,10736298,C,75000,0,11,MORTGAGE,25.12,debt_consolidation,36,1,0,74.8,0,0.137166974,18840,0,1,0
1964,10586546,E,29310,0,11,MORTGAGE,13.68,debt_consolidation,36,1,1,67.7,0,0.252052174,4009.608,1,0,1
1965,10696701,A,52000,0,9,MORTGAGE,13.04,credit_card,36,1,0,40,0,0.299908396,6780.8,1,0,0
1966,10716572,F and Below,92000,0,11,MORTGAGE,27.28,debt_consolidation,36,1,0,85,0,0.332603314,25097.6,0,1,0
1967,10726649,C,28932,1,0,RENT,8.75,debt_consolidation,36,0,0,53.8,0,0.568586847,2531.55,1,0,0
1968,10525468,B,50000,0,3,OTHER,10.75,Other,36,0,0,72.3,0,0.065604377,5375,1,0,0
1969,10726633,C,72500,0,5,RENT,20.94,debt_consolidation,36,0,0,57.9,0,0.409480251,15181.5,0,1,0
1970,10756684,D,75000,0,11,RENT,15.94,debt_consolidation,36,1,0,68,0,0.914370949,11955,0,0,1
1971,10766397,C,70000,0,7,RENT,7.17,debt_consolidation,36,1,0,36.6,0,0.187152644,5019,0,0,0
1972,10756692,C,45000,0,11,OWN,9.44,credit_card,60,0,0,80.3,0,0.034140081,4248,1,0,0
1973,10746589,B,86000,0,3,MORTGAGE,17.29,debt_consolidation,36,1,0,36.9,0,0.331576834,14869.4,0,1,1
1974,10756697,A,105000,0,10,MORTGAGE,18.14,debt_consolidation,36,1,0,42,0,0.312417852,19047,0,1,0
1975,10776644,B,41300,1,0,MORTGAGE,26.65,debt_consolidation,36,1,1,80.7,0,0.461927961,11006.45,1,1,1
1976,10786470,C,116000,0,11,MORTGAGE,10.88,debt_consolidation,60,0,0,32.5,0,0.573103736,12620.8,0,0,0
1977,10746544,C,56000,1,1,MORTGAGE,8.94,credit_card,36,0,0,18.2,0,0.524716658,5006.4,1,0,0
1978,10756661,D,148000,0,11,MORTGAGE,16.02,debt_consolidation,36,0,0,83.2,0,0.423903405,23709.6,0,0,0
1979,5855077,C,105000,0,9,MORTGAGE,30.58,Other,60,1,0,46.5,0,0.263104036,32109,0,1,0
1980,10706348,B,71500,0,5,RENT,25.19,credit_card,36,1,1,49.7,0,0.003679828,18010.85,0,1,0
1981,10588133,D,42000,0,3,RENT,33.71,debt_consolidation,36,0,0,35.3,29.51,0.376305985,14158.2,1,1,1
1982,10716773,B,85000,0,11,RENT,10.72,debt_consolidation,36,0,0,60.9,0,0.302302445,9112,0,0,0
1983,10726522,C,81500,0,6,RENT,8.04,debt_consolidation,36,0,0,49.2,0,0.449645361,6552.6,0,0,0
1984,10726843,B,48880,1,1,MORTGAGE,8.94,debt_consolidation,36,1,0,41.7,0,0.471576791,4369.872,1,0,1
1985,10696987,B,108000,0,6,MORTGAGE,17.72,credit_card,36,0,0,26.4,0,0.057360671,19137.6,0,1,0
1986,10696823,E,58212,0,8,OTHER,10.68,Other,60,1,0,47.8,0,0.36437546,6217.0416,1,0,0
1988,10588602,B,84000,0,9,MORTGAGE,18.64,debt_consolidation,36,0,0,26.5,0,0.120523659,15657.6,0,1,0
1989,10736891,C,85000,0,11,MORTGAGE,23.04,debt_consolidation,36,1,0,34,0,0.101472317,19584,0,1,0
1990,10736952,D,57000,0,11,MORTGAGE,23.61,debt_consolidation,36,0,0,40.7,0,0.52431548,13457.7,1,1,1
1991,10736835,B,50000,1,1,OTHER,15.51,credit_card,36,0,0,70,0,0.90955699,7755,1,0,0
1993,10696900,B,73200,0,11,MORTGAGE,26.82,Other,36,1,0,62.5,0,0.811152264,19632.24,0,1,0
1994,10746694,B,82000,0,6,MORTGAGE,13.13,debt_consolidation,36,0,0,57,0,0.941953836,10766.6,0,0,0
1995,10175677,C,43000,0,11,MORTGAGE,30.25,debt_consolidation,36,1,0,59.4,0,0.817427098,13007.5,1,1,0
1996,10716790,B,65000,0,2,MORTGAGE,18.52,debt_consolidation,36,0,0,37.2,0,0.798850807,12038,1,1,0
1997,10706813,C,62000,0,9,MORTGAGE,3.15,debt_consolidation,36,0,0,67,0,0.311386244,1953,1,0,0
1998,10706685,B,54000,0,11,MORTGAGE,7.84,Other,36,0,0,64.9,0,0.672933758,4233.6,1,0,0
1999,10696862,A,60000,0,10,OTHER,28.74,credit_card,36,1,0,47.5,0,0.024003078,17244,1,1,0
2000,10696619,F and Below,53000,0,2,MORTGAGE,20.29,debt_consolidation,60,0,0,94.8,0,0.023970297,10753.7,1,1,1
2001,10626668,E,57280,0,4,RENT,24.46,Other,60,0,0,10.4,0,0.149671753,14010.688,1,1,0
2002,10756744,A,50000,0,11,MORTGAGE,13.23,credit_card,36,1,0,57,0,0.150034681,6615,1,0,0
2003,10756856,D,38000,0,9,OWN,14.53,debt_consolidation,36,1,0,52.6,0,0.088836263,5521.4,1,0,0
2004,10776726,F and Below,87000,0,11,MORTGAGE,14.85,debt_consolidation,60,1,1,89.2,0,0.655528901,12919.5,0,0,0
2005,10746904,C,90000,0,10,RENT,11.16,credit_card,36,1,0,54.8,0,0.307453481,10044,0,0,0
2006,10776770,C,40000,1,0,MORTGAGE,6.69,debt_consolidation,36,1,0,67,0,0.281933685,2676,1,0,0
2007,10746793,D,80000,0,11,OTHER,19.8,debt_consolidation,36,0,0,26.9,0,0.903197148,15840,0,1,1
2008,10756651,B,87000,0,11,MORTGAGE,18.88,credit_card,36,0,0,59,0,0.022146407,16425.6,0,1,0
2009,10766860,A,39000,0,11,MORTGAGE,14.43,credit_card,36,0,0,42.5,0,0.718254711,5627.7,1,0,0
2010,10786708,D,85000,0,11,MORTGAGE,16.29,Other,36,0,0,69.9,0,0.846935343,13846.5,0,0,0
2011,10786873,A,105000,0,3,MORTGAGE,9.5,Other,36,1,0,44.7,0,0.238468178,9975,0,0,0
2013,10746843,C,75324,0,11,RENT,10.74,Other,60,1,0,39,0,0.655400428,8089.7976,0,0,0
2014,10776682,D,45000,0,11,MORTGAGE,16.51,debt_consolidation,60,0,0,85.6,0,0.85797421,7429.5,1,0,0
2015,10766626,C,47000,0,11,MORTGAGE,22.68,debt_consolidation,36,1,0,49,0,0.37651496,10659.6,1,1,0
2016,10717034,D,70000,0,11,MORTGAGE,17.38,debt_consolidation,60,0,0,90.2,0,0.533986678,12166,0,1,1
2017,10626734,E,83395,0,11,MORTGAGE,6.02,debt_consolidation,60,0,0,56,0,0.012862226,5020.379,0,0,0
2018,10717085,C,50000,1,0,MORTGAGE,24.1,Other,36,0,0,76,0,0.600138371,12050,1,1,0
2019,10697038,C,30000,0,5,OTHER,10.76,debt_consolidation,36,1,0,68.7,0,0.425956178,3228,1,0,0
2020,10717047,C,50000,0,11,RENT,17.33,Other,36,1,0,55.4,0,0.322152745,8665,1,1,0
2021,9824956,B,62000,0,11,RENT,17.05,debt_consolidation,36,1,0,38.1,0,0.507220032,10571,1,1,1
2022,10716950,A,70000,0,2,MORTGAGE,29.98,Other,36,1,0,17.4,0,0.883822419,20986,0,1,0
2023,10706930,C,50000,0,11,MORTGAGE,8.04,debt_consolidation,36,1,0,59.5,0,0.654269965,4020,1,0,0
2024,10696280,C,165000,1,1,MORTGAGE,3,credit_card,36,0,0,90.8,0,0.235085612,4950,0,0,0
2025,10697057,B,55000,0,11,RENT,11.26,debt_consolidation,36,0,0,48.7,0,0.117391063,6193,1,0,0
2027,10707034,A,120000,0,9,MORTGAGE,7.66,credit_card,36,0,0,81.3,0,0.173824651,9192,0,0,0
2028,10676478,F and Below,58000,0,11,MORTGAGE,16.76,debt_consolidation,60,0,0,96.7,0,0.544239148,9720.8,1,1,1
2029,10767040,A,68000,0,3,MORTGAGE,15.78,Other,36,0,0,13.8,0,0.473269037,10730.4,1,0,0
2031,10757085,D,31000,1,0,MORTGAGE,25.16,debt_consolidation,36,1,0,67.6,0,0.873275645,7799.6,1,1,0
2033,10785158,C,52000,0,11,RENT,5.57,debt_consolidation,36,0,0,54.3,0,0.523052612,2896.4,1,0,0
2034,10746997,D,152000,0,2,MORTGAGE,17.86,debt_consolidation,36,0,0,57.7,0,0.063744238,27147.2,0,1,0
2035,10776935,E,100000,0,11,RENT,10.92,Other,36,0,0,69.1,0,0.737524482,10920,0,0,1
2036,10746517,E,100800,0,11,RENT,14.07,debt_consolidation,36,0,0,101.3,0,0.002593208,14182.56,0,0,0
2037,10727106,C,80000,0,11,OWN,13.11,credit_card,36,0,0,21,0,0.210741204,10488,0,0,0
2038,10787000,F and Below,90000,0,8,OWN,24.81,debt_consolidation,60,0,0,63,0,0.044158345,22329,0,1,1
2039,10727045,D,46000,0,8,RENT,22.13,debt_consolidation,36,0,0,72.2,0,0.539156138,10179.8,1,1,0
2040,10766096,F and Below,64000,0,7,MORTGAGE,14.94,Other,36,1,0,90.3,0,0.520275103,9561.6,1,0,0
2041,10757170,C,64000,0,7,MORTGAGE,19.33,debt_consolidation,36,0,0,73,0,0.130151595,12371.2,1,1,0
2042,10766955,A,115000,0,11,OWN,26.54,debt_consolidation,36,0,0,82,0,0.841135494,30521,0,1,0
2043,10777053,A,56000,0,8,MORTGAGE,19.2,debt_consolidation,36,1,0,41.8,0,0.32289797,10752,1,1,1
2044,10755838,B,83000,0,11,RENT,10.51,debt_consolidation,36,0,0,2.7,0,0.709995153,8723.3,0,0,0
2045,10737011,C,135000,0,11,MORTGAGE,6.48,credit_card,36,0,0,91.7,0,0.304029694,8748,0,0,0
2046,10737120,C,140000,0,2,MORTGAGE,5.43,debt_consolidation,36,0,0,55.7,0,0.857411297,7602,0,0,0
2047,10588444,A,73000,0,11,MORTGAGE,15.24,debt_consolidation,36,0,0,31.5,0,0.650647114,11125.2,0,0,0
2048,10150589,D,33000,0,11,MORTGAGE,14.62,debt_consolidation,36,1,0,45.9,0,0.488326586,4824.6,1,0,1
2049,9827879,C,28000,0,11,OWN,10.61,Other,36,0,0,24.8,0,0.789987644,2970.8,1,0,0
2050,9827793,C,35000,0,5,OWN,12.04,credit_card,36,1,0,77,0,0.805077027,4214,1,0,0
2051,9036258,D,50000,0,11,RENT,14.52,debt_consolidation,36,1,0,70.4,0,0.421599687,7260,1,0,0
2052,10172667,C,100000,0,11,MORTGAGE,14.23,Other,36,0,0,49.5,0,0.373219839,14230,0,0,0
2053,8145192,A,55000,0,7,RENT,4.69,debt_consolidation,36,1,0,19.2,0,0.744868633,2579.5,1,0,0
2054,10588727,C,55000,0,4,RENT,22.15,debt_consolidation,60,1,0,46.5,0,0.928043834,12182.5,1,1,0
2055,10625274,D,60000,0,11,RENT,20.46,credit_card,36,0,0,50,0,0.049994012,12276,1,1,0
2056,10606407,D,46000,1,0,MORTGAGE,16.51,Other,36,1,0,28,0,0.865868347,7594.6,1,0,0
